Datum;Kategorie;Flugpassagiere;Luftfracht;Flugbewegungen
23.02.2022;Andere Kategorien;1;;70
23.02.2022;Fracht Cargo;0;96;4
24.02.2022;Passagierverkehr;12024;1;108
24.02.2022;Fracht Express;0;222;18
24.02.2022;Fracht Cargo;0;;
24.02.2022;Andere Kategorien;0;;31
25.02.2022;Fracht Cargo;0;94;2
25.02.2022;Passagierverkehr;17441;0;143
25.02.2022;Andere Kategorien;11;;109
25.02.2022;Fracht Express;0;165;13
26.02.2022;Andere Kategorien;7;;75
26.02.2022;Passagierverkehr;15300;0;111
26.02.2022;Fracht Express;0;42;4
26.02.2022;Fracht Cargo;0;134;4
27.02.2022;Fracht Express;0;;
27.02.2022;Passagierverkehr;18885;0;149
27.02.2022;Fracht Cargo;0;;
27.02.2022;Andere Kategorien;3;;66
28.02.2022;Passagierverkehr;13271;;110
28.02.2022;Fracht Express;0;189;15
28.02.2022;Andere Kategorien;2;;68
28.02.2022;Fracht Cargo;0;;
01.03.2022;Passagierverkehr;12944;0;110
01.03.2022;Andere Kategorien;9;;65
01.03.2022;Fracht Express;0;211;18
01.03.2022;Fracht Cargo;0;97;2
02.03.2022;Fracht Cargo;0;25;3
02.03.2022;Fracht Express;0;219;18
02.03.2022;Andere Kategorien;6;;53
02.03.2022;Passagierverkehr;10954;0;98
03.03.2022;Fracht Express;0;234;18
03.03.2022;Andere Kategorien;4;;34
03.03.2022;Fracht Cargo;0;98;1
03.03.2022;Passagierverkehr;11754;0;105
04.03.2022;Andere Kategorien;3;;67
04.03.2022;Passagierverkehr;17886;0;148
04.03.2022;Fracht Cargo;0;97;2
04.03.2022;Fracht Express;0;171;13
05.03.2022;Fracht Express;0;41;4
05.03.2022;Andere Kategorien;0;;70
05.03.2022;Passagierverkehr;15618;0;125
05.03.2022;Fracht Cargo;0;98;4
06.03.2022;Passagierverkehr;17903;;141
06.03.2022;Fracht Express;0;;
06.03.2022;Fracht Cargo;0;;
06.03.2022;Andere Kategorien;4;;63
07.03.2022;Passagierverkehr;13451;0;129
07.03.2022;Fracht Cargo;0;65;2
07.03.2022;Fracht Express;0;180;15
07.03.2022;Andere Kategorien;7;;56
08.03.2022;Fracht Cargo;0;0;1
08.03.2022;Andere Kategorien;1;;63
08.03.2022;Fracht Express;0;215;18
08.03.2022;Passagierverkehr;11716;1;109
09.03.2022;Passagierverkehr;10518;0;106
09.03.2022;Fracht Express;0;233;18
09.03.2022;Fracht Cargo;0;156;7
09.03.2022;Andere Kategorien;12;;70
10.03.2022;Andere Kategorien;13;;46
10.03.2022;Fracht Express;0;232;18
10.03.2022;Passagierverkehr;11442;1;105
10.03.2022;Fracht Cargo;0;;
11.03.2022;Passagierverkehr;16738;0;143
11.03.2022;Fracht Cargo;0;67;2
11.03.2022;Fracht Express;0;182;13
11.03.2022;Andere Kategorien;1;;51
12.03.2022;Passagierverkehr;14983;;119
12.03.2022;Fracht Express;0;37;4
12.03.2022;Andere Kategorien;5;;71
12.03.2022;Fracht Cargo;0;70;2
13.03.2022;Fracht Cargo;0;33;2
13.03.2022;Fracht Express;0;;
13.03.2022;Andere Kategorien;10;;79
13.03.2022;Passagierverkehr;17474;;148
14.03.2022;Fracht Express;0;178;15
14.03.2022;Passagierverkehr;13514;1;127
14.03.2022;Fracht Cargo;0;82;2
14.03.2022;Andere Kategorien;3;;64
15.03.2022;Fracht Express;0;230;20
15.03.2022;Fracht Cargo;0;;
15.03.2022;Andere Kategorien;7;;32
15.03.2022;Passagierverkehr;11537;1;110
16.03.2022;Passagierverkehr;10672;0;112
16.03.2022;Fracht Cargo;0;101;4
16.03.2022;Fracht Express;0;236;20
16.03.2022;Andere Kategorien;12;;42
17.03.2022;Passagierverkehr;11284;1;109
17.03.2022;Andere Kategorien;16;;62
17.03.2022;Fracht Express;0;220;22
17.03.2022;Fracht Cargo;0;;
18.03.2022;Fracht Express;0;174;13
18.03.2022;Andere Kategorien;3;;90
18.03.2022;Passagierverkehr;16823;0;147
18.03.2022;Fracht Cargo;0;62;2
19.03.2022;Fracht Express;0;37;4
19.03.2022;Fracht Cargo;0;69;2
19.03.2022;Passagierverkehr;14800;0;133
19.03.2022;Andere Kategorien;24;;38
20.03.2022;Fracht Cargo;0;54;2
20.03.2022;Andere Kategorien;5;;47
20.03.2022;Passagierverkehr;18729;0;156
20.03.2022;Fracht Express;0;;
21.03.2022;Passagierverkehr;14645;2;144
21.03.2022;Andere Kategorien;0;;69
21.03.2022;Fracht Express;0;198;15
21.03.2022;Fracht Cargo;0;86;2
22.03.2022;Fracht Express;0;222;18
22.03.2022;Passagierverkehr;11765;0;112
22.03.2022;Andere Kategorien;2;;77
22.03.2022;Fracht Cargo;0;;
23.03.2022;Fracht Express;0;231;18
23.03.2022;Andere Kategorien;3;;98
23.03.2022;Passagierverkehr;10906;0;122
23.03.2022;Fracht Cargo;0;139;4
24.03.2022;Fracht Express;0;241;18
24.03.2022;Passagierverkehr;11920;0;114
24.03.2022;Andere Kategorien;2;;123
24.03.2022;Fracht Cargo;0;;
25.03.2022;Fracht Express;0;164;12
25.03.2022;Fracht Cargo;0;57;2
25.03.2022;Passagierverkehr;18302;1;157
25.03.2022;Andere Kategorien;11;;93
26.03.2022;Fracht Express;0;53;4
26.03.2022;Fracht Cargo;0;133;4
26.03.2022;Andere Kategorien;3;;84
26.03.2022;Passagierverkehr;14852;0;125
27.03.2022;Fracht Cargo;0;;
27.03.2022;Andere Kategorien;10;;96
27.03.2022;Passagierverkehr;20233;0;182
27.03.2022;Fracht Express;0;;
28.03.2022;Passagierverkehr;15300;1;151
28.03.2022;Fracht Express;0;183;16
28.03.2022;Fracht Cargo;0;83;2
28.03.2022;Andere Kategorien;25;;60
29.03.2022;Passagierverkehr;13859;1;149
29.03.2022;Andere Kategorien;7;;64
29.03.2022;Fracht Express;0;188;18
29.03.2022;Fracht Cargo;0;;
30.03.2022;Passagierverkehr;11621;0;144
30.03.2022;Andere Kategorien;4;;27
30.03.2022;Fracht Express;0;208;18
30.03.2022;Fracht Cargo;0;118;4
31.03.2022;Passagierverkehr;14935;0;160
31.03.2022;Fracht Express;0;214;18
31.03.2022;Fracht Cargo;0;;
31.03.2022;Andere Kategorien;29;;27
01.04.2022;Fracht Express;0;162;13
01.04.2022;Fracht Cargo;0;91;2
01.04.2022;Andere Kategorien;8;;12
01.04.2022;Passagierverkehr;19160;0;167
02.04.2022;Passagierverkehr;17245;1;151
02.04.2022;Fracht Express;0;42;2
02.04.2022;Fracht Cargo;0;125;4
02.04.2022;Andere Kategorien;0;;8
03.04.2022;Fracht Cargo;0;;
03.04.2022;Fracht Express;0;;
03.04.2022;Passagierverkehr;20220;1;174
03.04.2022;Andere Kategorien;9;;13
04.04.2022;Fracht Cargo;0;71;2
04.04.2022;Passagierverkehr;16365;0;160
04.04.2022;Fracht Express;0;186;15
04.04.2022;Andere Kategorien;11;;63
05.04.2022;Andere Kategorien;11;;16
05.04.2022;Passagierverkehr;13208;0;140
05.04.2022;Fracht Express;0;198;20
05.04.2022;Fracht Cargo;0;;
06.04.2022;Fracht Cargo;0;104;4
06.04.2022;Andere Kategorien;31;;40
06.04.2022;Passagierverkehr;12515;0;143
06.04.2022;Fracht Express;0;213;18
07.04.2022;Fracht Express;0;203;18
07.04.2022;Andere Kategorien;21;;17
07.04.2022;Passagierverkehr;15584;0;173
07.04.2022;Fracht Cargo;0;;
08.04.2022;Fracht Cargo;0;77;2
08.04.2022;Passagierverkehr;20698;1;197
08.04.2022;Fracht Express;0;106;9
08.04.2022;Andere Kategorien;25;;17
09.04.2022;Fracht Cargo;0;134;4
09.04.2022;Passagierverkehr;21489;0;170
09.04.2022;Fracht Express;0;70;4
09.04.2022;Andere Kategorien;0;;17
10.04.2022;Passagierverkehr;23296;0;188
10.04.2022;Fracht Express;0;;
10.04.2022;Fracht Cargo;0;0;1
10.04.2022;Andere Kategorien;13;;102
11.04.2022;Passagierverkehr;19236;0;167
11.04.2022;Fracht Cargo;0;64;2
11.04.2022;Fracht Express;0;185;15
11.04.2022;Andere Kategorien;25;;81
12.04.2022;Passagierverkehr;18795;1;175
12.04.2022;Fracht Cargo;0;;
12.04.2022;Fracht Express;0;198;18
12.04.2022;Andere Kategorien;12;;40
13.04.2022;Fracht Express;0;204;17
13.04.2022;Andere Kategorien;9;;40
13.04.2022;Passagierverkehr;19666;0;172
13.04.2022;Fracht Cargo;0;108;4
14.04.2022;Passagierverkehr;25452;0;206
14.04.2022;Fracht Express;0;214;19
14.04.2022;Fracht Cargo;0;;
14.04.2022;Andere Kategorien;10;;53
15.04.2022;Passagierverkehr;25658;0;196
15.04.2022;Fracht Express;0;95;8
15.04.2022;Andere Kategorien;12;;41
15.04.2022;Fracht Cargo;0;70;2
16.04.2022;Andere Kategorien;0;;30
16.04.2022;Passagierverkehr;24584;0;182
16.04.2022;Fracht Express;0;34;2
16.04.2022;Fracht Cargo;0;37;2
17.04.2022;Fracht Express;0;;
17.04.2022;Fracht Cargo;0;;
17.04.2022;Andere Kategorien;0;;18
17.04.2022;Passagierverkehr;26053;0;193
18.04.2022;Passagierverkehr;24687;0;186
18.04.2022;Fracht Express;0;15;4
18.04.2022;Fracht Cargo;0;86;2
18.04.2022;Andere Kategorien;6;;47
19.04.2022;Fracht Express;0;162;14
19.04.2022;Fracht Cargo;0;;
19.04.2022;Andere Kategorien;4;;63
19.04.2022;Passagierverkehr;23689;1;173
20.04.2022;Passagierverkehr;20223;1;156
20.04.2022;Fracht Express;0;208;18
20.04.2022;Fracht Cargo;0;89;6
20.04.2022;Andere Kategorien;0;;45
21.04.2022;Passagierverkehr;24087;3;188
21.04.2022;Fracht Express;0;201;18
21.04.2022;Fracht Cargo;0;;
21.04.2022;Andere Kategorien;2;;74
22.04.2022;Fracht Express;0;153;13
22.04.2022;Andere Kategorien;2;;82
22.04.2022;Passagierverkehr;24511;0;182
22.04.2022;Fracht Cargo;0;49;2
23.04.2022;Passagierverkehr;24552;5;182
23.04.2022;Fracht Express;0;34;2
23.04.2022;Fracht Cargo;0;86;4
23.04.2022;Andere Kategorien;1;;41
24.04.2022;Andere Kategorien;5;;23
24.04.2022;Fracht Express;0;;
24.04.2022;Passagierverkehr;26271;0;207
24.04.2022;Fracht Cargo;0;;
25.04.2022;Andere Kategorien;5;;15
25.04.2022;Passagierverkehr;20826;2;175
25.04.2022;Fracht Cargo;0;48;2
25.04.2022;Fracht Express;0;174;14
26.04.2022;Fracht Express;0;184;16
26.04.2022;Fracht Cargo;0;;
26.04.2022;Andere Kategorien;4;;23
26.04.2022;Passagierverkehr;18978;1;179
27.04.2022;Passagierverkehr;16179;1;169
27.04.2022;Fracht Express;0;215;18
27.04.2022;Fracht Cargo;0;53;4
27.04.2022;Andere Kategorien;6;;111
28.04.2022;Passagierverkehr;21592;4;191
28.04.2022;Andere Kategorien;8;;65
28.04.2022;Fracht Express;0;208;21
28.04.2022;Fracht Cargo;0;;
29.04.2022;Passagierverkehr;22903;1;195
29.04.2022;Fracht Express;0;153;13
29.04.2022;Fracht Cargo;0;;
29.04.2022;Andere Kategorien;5;;116
30.04.2022;Andere Kategorien;11;;36
30.04.2022;Fracht Express;0;45;2
30.04.2022;Passagierverkehr;22558;0;172
30.04.2022;Fracht Cargo;0;91;6
01.05.2022;Fracht Express;0;;
01.05.2022;Passagierverkehr;22919;0;192
01.05.2022;Fracht Cargo;0;;
01.05.2022;Andere Kategorien;0;;34
02.05.2022;Passagierverkehr;19663;0;173
02.05.2022;Fracht Express;0;169;15
02.05.2022;Andere Kategorien;9;;85
02.05.2022;Fracht Cargo;0;48;2
03.05.2022;Passagierverkehr;16329;1;152
03.05.2022;Fracht Express;0;186;17
03.05.2022;Andere Kategorien;3;;56
03.05.2022;Fracht Cargo;0;;
04.05.2022;Passagierverkehr;13743;0;152
04.05.2022;Fracht Express;0;209;19
04.05.2022;Andere Kategorien;7;;43
04.05.2022;Fracht Cargo;0;95;4
05.05.2022;Fracht Cargo;0;;
05.05.2022;Andere Kategorien;20;;16
05.05.2022;Passagierverkehr;20093;2;200
05.05.2022;Fracht Express;0;196;18
06.05.2022;Fracht Express;0;146;13
06.05.2022;Andere Kategorien;13;;30
06.05.2022;Passagierverkehr;21779;1;187
06.05.2022;Fracht Cargo;0;;
07.05.2022;Passagierverkehr;20582;1;180
07.05.2022;Fracht Express;0;31;2
07.05.2022;Fracht Cargo;0;136;4
07.05.2022;Andere Kategorien;0;;38
08.05.2022;Fracht Express;0;;
08.05.2022;Andere Kategorien;13;;31
08.05.2022;Passagierverkehr;24249;0;201
08.05.2022;Fracht Cargo;0;;
09.05.2022;Fracht Express;0;188;15
09.05.2022;Passagierverkehr;18742;0;164
09.05.2022;Fracht Cargo;0;70;2
09.05.2022;Andere Kategorien;10;;63
10.05.2022;Fracht Express;0;189;18
10.05.2022;Fracht Cargo;0;;
10.05.2022;Andere Kategorien;13;;90
10.05.2022;Passagierverkehr;15453;0;150
11.05.2022;Passagierverkehr;13763;0;152
11.05.2022;Fracht Cargo;0;111;4
11.05.2022;Andere Kategorien;30;;117
11.05.2022;Fracht Express;0;190;18
12.05.2022;Passagierverkehr;20633;0;191
12.05.2022;Fracht Cargo;0;;
12.05.2022;Fracht Express;0;214;18
12.05.2022;Andere Kategorien;9;;83
13.05.2022;Passagierverkehr;22640;0;196
13.05.2022;Fracht Express;0;156;13
13.05.2022;Fracht Cargo;0;62;2
13.05.2022;Andere Kategorien;10;;62
14.05.2022;Passagierverkehr;22029;0;180
14.05.2022;Fracht Express;0;33;2
14.05.2022;Andere Kategorien;29;;110
14.05.2022;Fracht Cargo;0;120;4
15.05.2022;Fracht Express;0;;
15.05.2022;Fracht Cargo;0;;
15.05.2022;Passagierverkehr;25030;2;201
15.05.2022;Andere Kategorien;27;;55
16.05.2022;Fracht Express;0;200;15
16.05.2022;Fracht Cargo;0;67;2
16.05.2022;Passagierverkehr;19714;;180
16.05.2022;Andere Kategorien;7;;41
17.05.2022;Andere Kategorien;3;;51
17.05.2022;Fracht Cargo;0;;
17.05.2022;Passagierverkehr;16341;1;153
17.05.2022;Fracht Express;0;207;18
18.05.2022;Passagierverkehr;14946;0;165
18.05.2022;Fracht Express;0;206;20
18.05.2022;Andere Kategorien;9;;93
18.05.2022;Fracht Cargo;0;32;5
19.05.2022;Passagierverkehr;21116;1;189
19.05.2022;Fracht Express;0;216;18
19.05.2022;Andere Kategorien;19;;36
19.05.2022;Fracht Cargo;0;80;1
20.05.2022;Fracht Express;0;150;13
20.05.2022;Fracht Cargo;0;63;2
20.05.2022;Passagierverkehr;23557;2;197
20.05.2022;Andere Kategorien;8;;57
21.05.2022;Passagierverkehr;23152;0;176
21.05.2022;Fracht Cargo;0;102;4
21.05.2022;Fracht Express;0;29;2
21.05.2022;Andere Kategorien;5;;72
22.05.2022;Passagierverkehr;24134;0;183
22.05.2022;Fracht Express;0;;
22.05.2022;Fracht Cargo;0;;
22.05.2022;Andere Kategorien;7;;43
23.05.2022;Passagierverkehr;20598;0;178
23.05.2022;Fracht Express;0;183;15
23.05.2022;Andere Kategorien;5;;46
23.05.2022;Fracht Cargo;0;63;2
24.05.2022;Andere Kategorien;7;;38
24.05.2022;Passagierverkehr;20255;0;175
24.05.2022;Fracht Express;0;202;18
24.05.2022;Fracht Cargo;0;;
25.05.2022;Passagierverkehr;22302;2;196
25.05.2022;Fracht Express;0;215;18
25.05.2022;Fracht Cargo;0;102;4
25.05.2022;Andere Kategorien;13;;101
26.05.2022;Fracht Express;0;118;11
26.05.2022;Andere Kategorien;0;;49
26.05.2022;Passagierverkehr;26099;1;200
26.05.2022;Fracht Cargo;0;;
27.05.2022;Andere Kategorien;5;;87
27.05.2022;Fracht Express;0;116;12
27.05.2022;Passagierverkehr;25337;1;184
27.05.2022;Fracht Cargo;0;78;2
28.05.2022;Fracht Express;0;21;2
28.05.2022;Fracht Cargo;0;105;4
28.05.2022;Andere Kategorien;22;;50
28.05.2022;Passagierverkehr;23102;0;171
29.05.2022;Fracht Express;0;;
29.05.2022;Fracht Cargo;0;;
29.05.2022;Andere Kategorien;10;;33
29.05.2022;Passagierverkehr;26366;0;203
30.05.2022;Fracht Express;0;177;15
30.05.2022;Andere Kategorien;21;;75
30.05.2022;Passagierverkehr;22495;;177
30.05.2022;Fracht Cargo;0;52;2
31.05.2022;Passagierverkehr;21089;1;185
31.05.2022;Fracht Express;0;212;18
31.05.2022;Fracht Cargo;0;;
31.05.2022;Andere Kategorien;2;;44
01.06.2022;Andere Kategorien;13;;86
01.06.2022;Passagierverkehr;18776;0;173
01.06.2022;Fracht Express;0;203;18
01.06.2022;Fracht Cargo;0;117;4
02.06.2022;Passagierverkehr;23787;1;199
02.06.2022;Fracht Cargo;0;;
02.06.2022;Fracht Express;0;218;18
02.06.2022;Andere Kategorien;11;;31
03.06.2022;Fracht Cargo;0;81;2
03.06.2022;Andere Kategorien;12;;54
03.06.2022;Passagierverkehr;25549;1;210
03.06.2022;Fracht Express;0;155;15
04.06.2022;Passagierverkehr;22514;1;172
04.06.2022;Fracht Express;0;42;2
04.06.2022;Fracht Cargo;0;143;4
04.06.2022;Andere Kategorien;16;;121
05.06.2022;Fracht Cargo;0;;
05.06.2022;Passagierverkehr;27606;1;198
05.06.2022;Fracht Express;0;;
05.06.2022;Andere Kategorien;8;;15
06.06.2022;Fracht Cargo;0;74;2
06.06.2022;Andere Kategorien;4;;82
06.06.2022;Passagierverkehr;25327;1;191
06.06.2022;Fracht Express;0;46;6
07.06.2022;Fracht Cargo;0;;
07.06.2022;Andere Kategorien;17;;51
07.06.2022;Passagierverkehr;24858;1;204
07.06.2022;Fracht Express;0;175;17
08.06.2022;Passagierverkehr;19006;0;170
08.06.2022;Andere Kategorien;8;;40
08.06.2022;Fracht Express;0;214;18
08.06.2022;Fracht Cargo;0;109;4
09.06.2022;Passagierverkehr;23924;0;204
09.06.2022;Andere Kategorien;7;;39
09.06.2022;Fracht Express;0;201;18
09.06.2022;Fracht Cargo;0;;
10.06.2022;Fracht Cargo;0;75;2
10.06.2022;Passagierverkehr;24130;0;202
10.06.2022;Fracht Express;0;159;14
10.06.2022;Andere Kategorien;8;;74
11.06.2022;Passagierverkehr;22838;1;185
11.06.2022;Fracht Express;0;43;3
11.06.2022;Andere Kategorien;13;;43
11.06.2022;Fracht Cargo;0;108;4
12.06.2022;Fracht Express;0;;
12.06.2022;Fracht Cargo;0;;
12.06.2022;Andere Kategorien;13;;54
12.06.2022;Passagierverkehr;28055;0;233
13.06.2022;Passagierverkehr;21752;0;246
13.06.2022;Fracht Express;0;177;16
13.06.2022;Fracht Cargo;0;80;2
13.06.2022;Andere Kategorien;40;;72
14.06.2022;Fracht Cargo;0;;
14.06.2022;Andere Kategorien;24;;62
14.06.2022;Passagierverkehr;21451;1;298
14.06.2022;Fracht Express;0;220;18
15.06.2022;Fracht Express;0;214;18
15.06.2022;Andere Kategorien;47;;79
15.06.2022;Fracht Cargo;0;95;4
15.06.2022;Passagierverkehr;20194;11;256
16.06.2022;Fracht Express;0;188;18
16.06.2022;Passagierverkehr;27523;1;268
16.06.2022;Fracht Cargo;0;;
16.06.2022;Andere Kategorien;51;;50
17.06.2022;Andere Kategorien;11;;74
17.06.2022;Passagierverkehr;23607;0;207
17.06.2022;Fracht Cargo;0;70;2
17.06.2022;Fracht Express;0;147;14
18.06.2022;Passagierverkehr;23703;1;174
18.06.2022;Fracht Cargo;0;80;4
18.06.2022;Fracht Express;0;33;2
18.06.2022;Andere Kategorien;15;;79
19.06.2022;Fracht Express;0;;
19.06.2022;Passagierverkehr;28914;1;229
19.06.2022;Andere Kategorien;28;;69
19.06.2022;Fracht Cargo;0;;
20.06.2022;Passagierverkehr;21957;0;190
20.06.2022;Andere Kategorien;7;;35
20.06.2022;Fracht Express;0;170;14
20.06.2022;Fracht Cargo;0;60;2
21.06.2022;Andere Kategorien;6;;74
21.06.2022;Passagierverkehr;21803;2;191
21.06.2022;Fracht Express;0;206;18
21.06.2022;Fracht Cargo;0;;
22.06.2022;Passagierverkehr;18259;2;169
22.06.2022;Fracht Express;0;211;18
22.06.2022;Fracht Cargo;0;113;4
22.06.2022;Andere Kategorien;8;;19
23.06.2022;Passagierverkehr;23684;1;196
23.06.2022;Andere Kategorien;34;;32
23.06.2022;Fracht Express;0;205;18
23.06.2022;Fracht Cargo;0;;
24.06.2022;Passagierverkehr;22211;0;181
24.06.2022;Fracht Express;0;156;14
24.06.2022;Andere Kategorien;25;;57
24.06.2022;Fracht Cargo;0;58;2
25.06.2022;Passagierverkehr;21329;1;160
25.06.2022;Fracht Express;0;42;2
25.06.2022;Andere Kategorien;10;;86
25.06.2022;Fracht Cargo;0;94;4
26.06.2022;Fracht Express;0;;
26.06.2022;Fracht Cargo;0;;
26.06.2022;Passagierverkehr;26265;4;207
26.06.2022;Andere Kategorien;3;;30
27.06.2022;Fracht Express;0;193;16
27.06.2022;Passagierverkehr;21174;0;176
27.06.2022;Fracht Cargo;0;75;2
27.06.2022;Andere Kategorien;22;;43
28.06.2022;Andere Kategorien;7;;42
28.06.2022;Passagierverkehr;20178;1;182
28.06.2022;Fracht Express;0;197;18
28.06.2022;Fracht Cargo;0;;
29.06.2022;Andere Kategorien;13;;94
29.06.2022;Passagierverkehr;20078;0;181
29.06.2022;Fracht Cargo;0;92;4
29.06.2022;Fracht Express;0;217;18
30.06.2022;Passagierverkehr;22203;2;186
30.06.2022;Andere Kategorien;8;;63
30.06.2022;Fracht Express;0;199;19
30.06.2022;Fracht Cargo;0;;
01.07.2022;Passagierverkehr;22437;1;194
01.07.2022;Fracht Cargo;0;54;2
01.07.2022;Fracht Express;0;155;12
01.07.2022;Andere Kategorien;9;;99
02.07.2022;Passagierverkehr;23119;1;199
02.07.2022;Fracht Cargo;0;113;4
02.07.2022;Fracht Express;0;38;2
02.07.2022;Andere Kategorien;16;;77
03.07.2022;Fracht Cargo;0;;
03.07.2022;Andere Kategorien;0;;68
03.07.2022;Passagierverkehr;26046;0;189
03.07.2022;Fracht Express;0;;
04.07.2022;Passagierverkehr;21747;2;175
04.07.2022;Fracht Express;0;190;15
04.07.2022;Fracht Cargo;0;67;2
04.07.2022;Andere Kategorien;8;;39
05.07.2022;Passagierverkehr;21331;1;187
05.07.2022;Fracht Express;0;193;18
05.07.2022;Andere Kategorien;22;;126
05.07.2022;Fracht Cargo;0;;
06.07.2022;Andere Kategorien;7;;53
06.07.2022;Passagierverkehr;20453;1;189
06.07.2022;Fracht Express;0;204;18
06.07.2022;Fracht Cargo;0;87;4
07.07.2022;Passagierverkehr;23086;0;208
07.07.2022;Fracht Express;0;211;18
07.07.2022;Fracht Cargo;0;;
07.07.2022;Andere Kategorien;0;;48
08.07.2022;Passagierverkehr;22443;0;203
08.07.2022;Andere Kategorien;24;;98
08.07.2022;Fracht Express;0;147;11
08.07.2022;Fracht Cargo;0;53;2
09.07.2022;Passagierverkehr;24032;0;207
09.07.2022;Fracht Cargo;0;169;6
09.07.2022;Andere Kategorien;3;;63
09.07.2022;Fracht Express;0;42;2
10.07.2022;Fracht Express;0;;
10.07.2022;Andere Kategorien;16;;52
10.07.2022;Fracht Cargo;0;;
10.07.2022;Passagierverkehr;26501;0;200
11.07.2022;Fracht Express;0;167;15
11.07.2022;Passagierverkehr;22960;0;197
11.07.2022;Fracht Cargo;0;26;2
11.07.2022;Andere Kategorien;16;;45
12.07.2022;Passagierverkehr;22271;2;196
12.07.2022;Fracht Express;0;197;18
12.07.2022;Fracht Cargo;0;;
12.07.2022;Andere Kategorien;8;;84
13.07.2022;Passagierverkehr;21698;0;185
13.07.2022;Fracht Cargo;0;80;4
13.07.2022;Andere Kategorien;10;;76
13.07.2022;Fracht Express;0;212;18
14.07.2022;Fracht Express;0;198;18
14.07.2022;Andere Kategorien;9;;47
14.07.2022;Passagierverkehr;24916;1;206
14.07.2022;Fracht Cargo;0;;
15.07.2022;Andere Kategorien;9;;128
15.07.2022;Fracht Express;0;144;11
15.07.2022;Fracht Cargo;0;66;2
15.07.2022;Passagierverkehr;24661;0;199
16.07.2022;Passagierverkehr;27261;1;215
16.07.2022;Fracht Express;0;38;2
16.07.2022;Fracht Cargo;0;91;4
16.07.2022;Andere Kategorien;13;;67
17.07.2022;Passagierverkehr;27634;1;205
17.07.2022;Fracht Cargo;0;;
17.07.2022;Fracht Express;0;;
17.07.2022;Andere Kategorien;11;;50
18.07.2022;Passagierverkehr;24855;4;198
18.07.2022;Andere Kategorien;0;;71
18.07.2022;Fracht Express;0;173;15
18.07.2022;Fracht Cargo;0;51;2
19.07.2022;Fracht Cargo;0;;
19.07.2022;Passagierverkehr;24109;2;196
19.07.2022;Fracht Express;0;190;18
19.07.2022;Andere Kategorien;8;;71
20.07.2022;Passagierverkehr;22358;1;174
20.07.2022;Fracht Express;0;188;18
20.07.2022;Fracht Cargo;0;119;4
20.07.2022;Andere Kategorien;17;;48
21.07.2022;Passagierverkehr;26703;1;211
21.07.2022;Fracht Express;0;192;20
21.07.2022;Fracht Cargo;0;;
21.07.2022;Andere Kategorien;20;;32
22.07.2022;Passagierverkehr;24824;0;199
22.07.2022;Andere Kategorien;4;;85
22.07.2022;Fracht Cargo;0;74;2
22.07.2022;Fracht Express;0;150;11
23.07.2022;Passagierverkehr;28227;0;216
23.07.2022;Andere Kategorien;4;;46
23.07.2022;Fracht Express;0;30;2
23.07.2022;Fracht Cargo;0;88;4
